pair,postfix_position,different_agreement,PREF1,PREF2,ROOT1,ROOT2,LINK,SUFF1,SUFF2,SUFF3,END,POSTFIX,explained_mistakes
"46, 'раба', 'робски'",0.0,0.0,0.0,0.0,0.3,0.0,0.0,2.0,0.0,0.0,1.0,0.0,-0.2301957129543337
"49, 'любовью', 'любовта'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7027027027027027
"413, 'отказаться', 'откаже'",0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,-3.2810810810810813
"414, 'войсковая', 'войската'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.3704292527821939
"415, 'своеволие', 'своеволие'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6756756756756757
"420, 'страдало', 'страдаше'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5694315004659832
"421, 'бегстве', 'бягство'",0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6036036036036035
"422, 'загадка', 'загадка'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7837837837837839
"425, 'безразличен', 'безразличен'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5540540540540541
"426, 'любви', 'любов'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4054054054054053
"427, 'ласкам', 'ласки'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4903474903474903
"428, 'роскошном', 'разкошния'",0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.4864864864864865
"429, 'вопрос', 'въпрос'",0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7837837837837839
"431, 'пропасть', 'пропаст'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0193050193050193
"437, 'воображении', 'въображението'",0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.4425675675675675
"438, 'вспоминал', 'припомняше'",0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.6,1.0,0.0,1.0,0.0,-1.3783783783783785
"439, 'груди', 'гърдите'",0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.7837837837837839
"440, 'пламя', 'пламък'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,1.0,0.0,-0.5093555093555096
"441, 'любил', 'любеше'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.0,0.0,1.0,0.0,-0.0193050193050193
"58, 'фонтана', 'фонтана'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8041666666666667
"512, 'кровью', 'кръв'",0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.8604166666666666
"516, 'жить', 'живее'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,-0.3055555555555556
"517, 'умереть', 'умре'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.6319444444444446
"520, 'домашним', 'домашни'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.615327380952381
"521, 'жить', 'живее'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.265625
"522, 'ночи', 'нощи'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4479166666666667
"523, 'отказавшись', 'отказа'",0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.5742753623188406
"526, 'оружия', 'оръжие'",0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.3880208333333333
"527, 'оружия', 'оръжие'",0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2384259259259258
"528, 'мыслью', 'мисъл'",0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0208333333333333
"531, 'надежда', 'надеждата'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.2239583333333334
"532, 'мысли', 'мисъл'",0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3055555555555556
"533, 'вернет', 'върне'",0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.2847222222222223
"534, 'предположение', 'предположение'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.238095238095238
"536, 'увидеть', 'види'",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,2.0,0.0,-0.3055555555555556
"60, 'лицу', 'лицето'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-0.1891891891891892
"61, 'вечер', 'вечер'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7027027027027027
"62, 'почернела', 'почерняла'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.7027027027027027
"63, 'весла', 'веслата'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.054054054054054
"64, 'гражданки', 'гражданка'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4864864864864865
"67, 'квадрата', 'квадрата'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4054054054054054
"68, 'луна', 'луна'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2072072072072071
"69, 'золотая', 'златна'",0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.6,0.0,-2.5675675675675675
"611, 'рассказ', 'разказ'",0.0,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4054054054054054
"612, 'свечерело', 'свечерило'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.4594594594594594
"613, 'рассказывал', 'разказвал'",0.0,0.0,0.6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7621621621621621
"614, 'рассказывал', 'разказвал'",0.0,0.0,0.6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7027027027027026
"615, 'лицо', 'лицето'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6036036036036035
"616, 'рассказ', 'разказ'",0.0,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2072072072072071
"619, 'написано', 'написаното'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4054054054054054
"623, 'подтвердить', 'потвърди'",0.0,0.0,1.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7027027027027027
"624, 'рассказывали', 'разказахте'",0.0,0.0,0.6,0.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.6036036036036035
"625, 'подтвердить', 'потвърди'",0.0,0.0,1.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4054054054054054
"627, 'поманил', 'помами'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.972972972972973
"629, 'появлялся', 'появяваше'",0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.4054054054054053
"631, 'присутствовал', 'присъствах'",0.0,0.0,0.0,0.0,2.7,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.2072072072072071
"632, 'балконе', 'балкона'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4714714714714714
"633, 'тайно', 'тайно'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5426195426195426
