pair,postfix_position,different_agreement,PREF1,PREF2,ROOT1,ROOT2,LINK,SUFF1,SUFF2,SUFF3,END,POSTFIX,explained_mistakes
"136, 'весело', 'весело'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4076923076923077
"139, 'трубою', 'трубом'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.23
"140, 'морща', 'мрштећи'",0.0,0.0,0.0,0.0,2.5,0.0,0.0,3.2,0.0,0.0,0.0,0.0,-1.2
"23, 'стеклянные', 'стаклене'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.6,0.0,0.0,1.0,0.0,-0.1794871794871794
"24, 'инструментами', 'инструментима'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-8.435897435897436
"29, 'столик', 'сточић'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,-1.3589743589743593
"213, 'задержан', 'задржан'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2974358974358974
"214, 'сегодняшний', 'данашњи'",0.0,0.0,0.0,0.0,5.1,0.0,0.0,0.5,0.0,0.0,1.0,0.0,-0.1794871794871796
"215, 'вчерашнего', 'јучерашњег'",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,-0.1794871794871795
"216, 'сомнительным', 'сумњив'",0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,4.0,0.0,2.0,0.0,-4.307692307692308
"219, 'вчерашний', 'јучерашње'",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,2.0,0.0,0.1421911421911422
"226, 'страницу', 'страницу'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5384615384615388
"227, 'родственниках', 'рођацима'",0.0,0.0,0.0,0.0,1.2,0.0,0.0,3.0,3.0,2.0,3.0,0.0,-4.307692307692308
"228, 'умер', 'умро'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1743589743589743
"229, 'пил', 'пио'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.8228438228438228
"230, 'вчерашнем', 'јучерашњем'",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.3365384615384615
"232, 'уступила', 'уступила'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3760683760683761
"233, 'пульс', 'пулс'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7692307692307694
"235, 'помощь', 'помоћ'",0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.358974358974359
"237, 'коже', 'кожи'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,-0.3367521367521368
"30, 'молитва', 'молитва'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7109375
"31, 'божество', 'божанство'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.421875
"35, 'время', 'времена'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6,0.0,-0.03125
"36, 'города', 'градом'",0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0
"39, 'защиту', 'заштиту'",0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7109375
"313, 'города', 'града'",0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8715277777777778
"314, 'город', 'град'",0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5416666666666666
"316, 'город', 'град'",0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.421875
"317, 'боги', 'богови'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.884375
"320, 'господина', 'господара'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"322, 'конных', 'коњима'",0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,2.6,0.0,-0.0406249999999999
"324, 'города', 'града'",0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7109375
"326, 'города', 'града'",0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1562499999999999
"327, 'господин', 'господару'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.7897727272727273
"329, 'города', 'града'",0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.421875
"331, 'новые', 'нове'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.733173076923077
"332, 'дыма', 'дима'",0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"333, 'привели', 'приведоше'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,-0.03125
"334, 'вскочил', 'скочи'",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0625
"43, 'кровь', 'крв'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1680672268907562
"44, 'разума', 'разума'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5686274509803921
"45, 'городским', 'градских'",0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5686274509803921
"46, 'раба', 'ропском'",0.0,0.0,0.0,0.0,0.9,0.0,0.0,2.0,0.0,0.0,1.3,0.0,-0.9411764705882352
"49, 'любовью', 'љубави'",0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.3,0.0,0.0,1.0,0.0,0.2720588235294118
"414, 'воинская', 'воjничка'",0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.0,1.0,0.0,1.0,0.0,-0.1418685121107267
"415, 'своеволие', 'самовољу'",0.0,0.0,0.0,0.0,2.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,-3.852941176470588
"421, 'бегстве', 'бекству'",0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1372549019607842
"426, 'любви', 'љубави'",0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7843137254901961
"428, 'роскошном', 'раскошноj'",0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6764705882352942
"436, 'найти', 'наћи'",0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.9117647058823528
"437, 'воображении', 'уобразиље'",0.0,0.0,1.6,0.0,1.0,0.0,0.0,2.6,0.0,0.0,0.6,0.0,-0.0919117647058823
"439, 'груди', 'грудима'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3529411764705882
"440, 'пламя', 'пламен'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.4027149321266968
"512, 'кровью', 'крвљу'",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0861111111111111
"516, 'жить', 'живети'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.7407407407407408
"517, 'умереть', 'умрети'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.7407407407407408
"518, 'утешение', 'утеху'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0
"520, 'домашним', 'домаћним'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.7202380952380952
"521, 'жить', 'живи'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6736111111111112
"522, 'ночи', 'ноћи'",0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3472222222222222
"526, 'оружия', 'оружjа'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.5104166666666666
"527, 'оружия', 'оружjа'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.7098765432098766
"528, 'мыслью', 'мишљу'",0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.6736111111111112
"531, 'надежда', 'нада'",0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6736111111111112
"532, 'мысли', 'мисао'",0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5648148148148148
"533, 'возвратит', 'врати'",0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,-1.6111111111111112
"536, 'увидеть', 'видети'",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"60, 'лицу', 'лица'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1538461538461538
"61, 'вечер', 'вече'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3269230769230769
"62, 'почернела', 'поцрнела'",0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5769230769230769
"63, 'весла', 'весла'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0384615384615384
"64, 'гражданки', 'грађанке'",0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.1538461538461538
"67, 'квадрата', 'квадрата'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2596153846153847
"69, 'золотая', 'златан'",0.0,0.0,0.0,0.0,1.3,0.0,0.0,2.0,0.0,0.0,2.0,0.0,-1.5384615384615383
"610, 'заметил', 'приметим'",0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.076923076923077
"612, 'вечер', 'вече'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077
"615, 'лицо', 'лице'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0128205128205127
"619, 'написано', 'пише'",0.0,0.0,2.0,0.0,0.6,0.0,0.0,2.0,0.0,0.0,1.0,0.0,-1.1153846153846154
"623, 'подтвердить', 'потврдити'",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6826923076923077
"625, 'подтвердить', 'потврдити'",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2692307692307693
"629, 'появлялся', 'појављивао'",0.0,0.0,0.0,0.0,0.5,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0128205128205127
"630, 'заговорил', 'говори'",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4358974358974358
"631, 'присутствовал', 'присуствовао'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2948717948717947
"632, 'балконе', 'балкону'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5299145299145299
"633, 'тайно', 'потајно'",0.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.301775147928994
