Unnamed: 0,id_user,test_id,parallel_lang,answer_no,answer,correctness,morphemic_parse
34,15574352,1,No Parallel Text,33,Неслись,corr,"{'ROOT': ['нес'], 'SUFF': ['л'], 'END': ['и'], 'POSTFIX': ['сь']}"
35,15574352,1,No Parallel Text,34,Густой,incorr,"{'ROOT': ['густ'], 'END': ['ой']}"
36,15574352,1,No Parallel Text,35,Палочек,incorr,"{'ROOT': ['палоч'], 'SUFF': ['ек']}"
37,15574352,1,No Parallel Text,36,Редкими,pcorr,"{'ROOT': ['редк'], 'END': ['ими']}"
38,15574352,1,No Parallel Text,37,Гнилыми,pcorr,"{'ROOT': ['гн'], 'SUFF': ['и', 'л'], 'END': ['ыми']}"
39,15574352,1,No Parallel Text,38,,incorr,{'HYPH': ['-']}
40,15574352,1,No Parallel Text,39,Татуировкой,incorr,"{'ROOT': ['тату'], 'SUFF': ['ир', 'ов', 'к'], 'END': ['ой']}"
41,15574352,1,No Parallel Text,40,Морща,corr,"{'ROOT': ['морщ'], 'END': ['а']}"
42,15574352,1,No Parallel Text,41,Потопал,corr,"{'PREF': ['по'], 'ROOT': ['топ'], 'SUFF': ['а', 'л']}"
43,15574352,1,No Parallel Text,42,Шли,corr,"{'ROOT': ['шл'], 'END': ['и']}"
44,16426041,1,No Parallel Text,0,улыбнулся,pcorr,"{'ROOT': ['улыб'], 'SUFF': ['н', 'у', 'л'], 'POSTFIX': ['ся']}"
45,16426041,1,No Parallel Text,1,охране,pcorr,"{'PREF': ['о'], 'ROOT': ['хран'], 'END': ['е']}"
46,16426041,1,No Parallel Text,2,досок,pcorr,{'ROOT': ['досок']}
47,16426041,1,No Parallel Text,3,плечами,pcorr,"{'ROOT': ['плеч'], 'END': ['ами']}"
48,16426041,1,No Parallel Text,4,амулеты,pcorr,"{'ROOT': ['амуле'], 'SUFF': ['т'], 'END': ['ы']}"
49,16426041,1,No Parallel Text,5,чудо,corr,"{'ROOT': ['чуд'], 'END': ['о']}"
50,16426041,1,No Parallel Text,6,вырвался,corr,"{'PREF': ['вы'], 'ROOT': ['рв'], 'SUFF': ['а', 'л'], 'POSTFIX': ['ся']}"
51,16426041,1,No Parallel Text,7,верёвки,corr,"{'ROOT': ['верёв'], 'SUFF': ['к'], 'END': ['и']}"
52,16426041,1,No Parallel Text,8,кресте,pcorr,"{'ROOT': ['крест'], 'END': ['е']}"
53,16426041,1,No Parallel Text,9,детской,pcorr,"{'ROOT': ['дет'], 'SUFF': ['ск'], 'END': ['ой']}"
54,16426041,1,No Parallel Text,10,знал,corr,"{'ROOT': ['зна'], 'SUFF': ['л']}"
55,16426041,1,No Parallel Text,11,тропам,pcorr,"{'ROOT': ['троп'], 'END': ['ам']}"
56,16426041,1,No Parallel Text,12,дорогу,corr,"{'ROOT': ['дорог'], 'END': ['у']}"
57,16426041,1,No Parallel Text,13,дальше,incorr,"{'ROOT': ['даль'], 'SUFF': ['ш'], 'END': ['е']}"
58,16426041,1,No Parallel Text,14,глашатаев,corr,"{'ROOT': ['глаш'], 'SUFF': ['ат', 'а'], 'END': ['ев']}"
59,16426041,1,No Parallel Text,15,иудейском,pcorr,"{'ROOT': ['иуд'], 'SUFF': ['ей', 'ск'], 'END': ['ом']}"
60,16426041,1,No Parallel Text,16,появилась всадница,pcorr,"({'PREF': ['по'], 'ROOT': ['яв'], 'SUFF': ['и', 'л'], 'END': ['а'], 'POSTFIX': ['сь']}, {'ROOT': ['всад'], 'SUFF': ['ниц'], 'END': ['а']})"
61,16426041,1,No Parallel Text,17,невнятно,pcorr,"{'PREF': ['не'], 'ROOT': ['внят'], 'SUFF': ['н'], 'END': ['о']}"
62,16426041,1,No Parallel Text,18,раздавшийся,pcorr,"{'PREF': ['раз'], 'ROOT': ['да'], 'SUFF': ['вш'], 'END': ['ий'], 'POSTFIX': ['ся']}"
63,16426041,1,No Parallel Text,19,глашатай,pcorr,"{'ROOT': ['глаш'], 'SUFF': ['ат'], 'END': ['ай']}"
64,16426041,1,No Parallel Text,20,свитком,pcorr,"{'ROOT': ['свит'], 'SUFF': ['к'], 'END': ['ом']}"
65,16426041,1,No Parallel Text,21,повернулись,pcorr,"{'PREF': ['по'], 'ROOT': ['вер'], 'SUFF': ['н', 'у', 'л'], 'END': ['и'], 'POSTFIX': ['сь']}"
66,16426041,1,No Parallel Text,22,вышла,pcorr,"{'PREF': ['вы'], 'ROOT': ['шл'], 'END': ['а']}"
67,16426041,1,No Parallel Text,23,крепостной,pcorr,"{'ROOT': ['крепост'], 'SUFF': ['н'], 'END': ['ой']}"
68,16426041,1,No Parallel Text,24,туман,pcorr,{'ROOT': ['туман']}
69,16426041,1,No Parallel Text,25,дорогой,corr,"{'ROOT': ['дорог'], 'END': ['ой']}"
70,16426041,1,No Parallel Text,26,подросток,corr,"{'PREF': ['под'], 'ROOT': ['росток']}"
71,16426041,1,No Parallel Text,27,наездник,pcorr,"{'PREF': ['на'], 'ROOT': ['езд'], 'SUFF': ['ник']}"
72,16426041,1,No Parallel Text,28,выхватил,corr,"{'PREF': ['вы'], 'ROOT': ['хват'], 'SUFF': ['и', 'л']}"
73,16426041,1,No Parallel Text,29,сталь сверкнула,incorr,"({'ROOT': ['сталь']}, {'ROOT': ['сверк'], 'SUFF': ['н', 'у', 'л'], 'END': ['а']})"
74,16426041,1,No Parallel Text,30,заржала,pcorr,"{'PREF': ['за'], 'ROOT': ['рж'], 'SUFF': ['а', 'л'], 'END': ['а']}"
75,16426041,1,No Parallel Text,31,всадник,pcorr,"{'ROOT': ['всад'], 'SUFF': ['ник']}"
76,16426041,1,No Parallel Text,32,крупу,pcorr,"{'ROOT': ['круп'], 'END': ['у']}"
77,16426041,1,No Parallel Text,33,проскакали,corr,"{'PREF': ['про'], 'ROOT': ['скак'], 'SUFF': ['а', 'л'], 'END': ['и']}"
78,16426041,1,No Parallel Text,34,клубах,corr,"{'ROOT': ['клуб'], 'END': ['ах']}"
79,16426041,1,No Parallel Text,35,копий,corr,"{'ROOT': ['коп'], 'SUFF': ['и'], 'END': ['й']}"
80,16426041,1,No Parallel Text,36,открытыми ртами,pcorr,"({'PREF': ['от'], 'ROOT': ['кры'], 'SUFF': ['т'], 'END': ['ыми']}, {'ROOT': ['рт'], 'END': ['ами']})"
81,16426041,1,No Parallel Text,37,белоснежными,pcorr,"{'ROOT': ['бел', 'снеж'], 'LINK': ['о'], 'SUFF': ['н'], 'END': ['ыми']}"
82,16426041,1,No Parallel Text,38,замыкающий,pcorr,"{'PREF': ['за'], 'ROOT': ['мык'], 'SUFF': ['а', 'ющ'], 'END': ['ий']}"
83,16426041,1,No Parallel Text,39,медной трубой,corr,"({'ROOT': ['мед'], 'SUFF': ['н'], 'END': ['ой']}, {'ROOT': ['труб'], 'END': ['ой']})"
84,16426041,1,No Parallel Text,40,морщя,corr,"{'ROOT': ['морщ'], 'END': ['я']}"
85,16426041,1,No Parallel Text,41,отправился,corr,"{'ROOT': ['отправ'], 'SUFF': ['и', 'л'], 'POSTFIX': ['ся']}"
86,16426041,1,No Parallel Text,42,поспешили,pcorr,"{'PREF': ['по'], 'ROOT': ['спеш'], 'SUFF': ['и', 'л'], 'END': ['и']}"
87,29111408,1,No Parallel Text,0,развернулся,corr,"{'PREF': ['раз'], 'ROOT': ['вер'], 'SUFF': ['н', 'у', 'л'], 'POSTFIX': ['ся']}"
88,29111408,1,No Parallel Text,1,дворцу,pcorr,"{'ROOT': ['двор'], 'SUFF': ['ц'], 'END': ['у']}"
89,29111408,1,No Parallel Text,2,плит,corr,{'ROOT': ['плит']}
90,29111408,1,No Parallel Text,3,спиной,corr,"{'ROOT': ['спин'], 'END': ['ой']}"
91,29111408,1,No Parallel Text,4,знал,incorr,"{'ROOT': ['зна'], 'SUFF': ['л']}"
92,29111408,1,No Parallel Text,5,чудо,corr,"{'ROOT': ['чуд'], 'END': ['о']}"
93,29111408,1,No Parallel Text,6,вырвался,corr,"{'PREF': ['вы'], 'ROOT': ['рв'], 'SUFF': ['а', 'л'], 'POSTFIX': ['ся']}"
94,29111408,1,No Parallel Text,7,кандалы,pcorr,"{'ROOT': ['кандал'], 'END': ['ы']}"
95,29111408,1,No Parallel Text,8,дыбе,pcorr,"{'ROOT': ['дыб'], 'END': ['е']}"
96,29111408,1,No Parallel Text,9,безумной,corr,"{'PREF': ['без'], 'ROOT': ['ум'], 'SUFF': ['н'], 'END': ['ой']}"
97,29111408,1,No Parallel Text,10,знал,corr,"{'ROOT': ['зна'], 'SUFF': ['л']}"
98,29111408,1,No Parallel Text,11,воротам,pcorr,"{'ROOT': ['ворот'], 'END': ['ам']}"
99,29111408,1,No Parallel Text,12,дорогу,corr,"{'ROOT': ['дорог'], 'END': ['у']}"
100,29111408,1,No Parallel Text,13,людей,pcorr,"{'ROOT': ['люд'], 'END': ['ей']}"
101,29111408,1,No Parallel Text,14,глашатаев,corr,"{'ROOT': ['глаш'], 'SUFF': ['ат', 'а'], 'END': ['ев']}"
102,29111408,1,No Parallel Text,15,латинском,pcorr,"{'ROOT': ['латин'], 'SUFF': ['ск'], 'END': ['ом']}"
103,29111408,1,No Parallel Text,16,,incorr,{'HYPH': ['-']}
104,29111408,1,No Parallel Text,17,зло,pcorr,"{'ROOT': ['зл'], 'END': ['о']}"
105,29111408,1,No Parallel Text,18,мальчишек,corr,"{'ROOT': ['мальч'], 'SUFF': ['иш', 'ек']}"
106,29111408,1,No Parallel Text,19,,incorr,{'HYPH': ['-']}
107,29111408,1,No Parallel Text,20,,incorr,{'HYPH': ['-']}
108,29111408,1,No Parallel Text,21,двинулись,pcorr,"{'ROOT': ['дви'], 'SUFF': ['н', 'у', 'л'], 'END': ['и'], 'POSTFIX': ['сь']}"
109,29111408,1,No Parallel Text,22,выехала,pcorr,"{'PREF': ['вы'], 'ROOT': ['ех'], 'SUFF': ['а', 'л'], 'END': ['а']}"
110,29111408,1,No Parallel Text,23,западной,pcorr,"{'ROOT': ['запад'], 'SUFF': ['н'], 'END': ['ой']}"
111,29111408,1,No Parallel Text,24,плющ,pcorr,{'ROOT': ['плющ']}
112,29111408,1,No Parallel Text,25,дорогой,corr,"{'ROOT': ['дорог'], 'END': ['ой']}"
113,29111408,1,No Parallel Text,26,,incorr,{'HYPH': ['-']}
114,29111408,1,No Parallel Text,27,,incorr,{'HYPH': ['-']}
115,29111408,1,No Parallel Text,28,выхватил,corr,"{'PREF': ['вы'], 'ROOT': ['хват'], 'SUFF': ['и', 'л']}"
116,29111408,1,No Parallel Text,29,,incorr,{'HYPH': ['-']}
117,29111408,1,No Parallel Text,30,заржала,pcorr,"{'PREF': ['за'], 'ROOT': ['рж'], 'SUFF': ['а', 'л'], 'END': ['а']}"
118,29111408,1,No Parallel Text,31,Пилат,pcorr,{'ROOT': ['пилат']}
119,29111408,1,No Parallel Text,32,бокам,pcorr,"{'ROOT': ['бок'], 'END': ['ам']}"
120,29111408,1,No Parallel Text,33,скакали,corr,"{'ROOT': ['скак'], 'SUFF': ['а', 'л'], 'END': ['и']}"
121,29111408,1,No Parallel Text,34,клубах,corr,"{'ROOT': ['клуб'], 'END': ['ах']}"
122,29111408,1,No Parallel Text,35,заборов,incorr,"{'PREF': ['за'], 'ROOT': ['бор'], 'END': ['ов']}"
123,29111408,1,No Parallel Text,36,злобно,pcorr,"{'ROOT': ['зл'], 'SUFF': ['об', 'н'], 'END': ['о']}"
124,29111408,1,No Parallel Text,37,,incorr,{'HYPH': ['-']}
125,29111408,1,No Parallel Text,38,,incorr,{'HYPH': ['-']}
126,29111408,1,No Parallel Text,39,мантией,pcorr,"{'ROOT': ['мант'], 'SUFF': ['и'], 'END': ['ей']}"
127,29111408,1,No Parallel Text,40,морща,corr,"{'ROOT': ['морщ'], 'END': ['а']}"
128,29111408,1,No Parallel Text,41,поехал,pcorr,"{'PREF': ['по'], 'ROOT': ['ех'], 'SUFF': ['а', 'л']}"
129,29111408,1,No Parallel Text,42,следовали,corr,"{'ROOT': ['след'], 'SUFF': ['ов', 'а', 'л'], 'END': ['и']}"
130,82442459,1,No Parallel Text,0,встал,pcorr,"{'PREF': ['в'], 'ROOT': ['ст'], 'SUFF': ['а', 'л']}"
131,82442459,1,No Parallel Text,1,дому,pcorr,"{'ROOT': ['дом'], 'END': ['у']}"
132,82442459,1,No Parallel Text,2,досок,pcorr,{'ROOT': ['досок']}
133,82442459,1,No Parallel Text,3,спиной,corr,"{'ROOT': ['спин'], 'END': ['ой']}"
134,82442459,1,No Parallel Text,4,,incorr,{'HYPH': ['-']}
135,82442459,1,No Parallel Text,5,спасение,pcorr,"{'ROOT': ['спас'], 'SUFF': ['ени'], 'END': ['е']}"
136,82442459,1,No Parallel Text,6,вырвался,corr,"{'PREF': ['вы'], 'ROOT': ['рв'], 'SUFF': ['а', 'л'], 'POSTFIX': ['ся']}"
137,82442459,1,No Parallel Text,7,кандалы,pcorr,"{'ROOT': ['кандал'], 'END': ['ы']}"
138,82442459,1,No Parallel Text,8,кресте,pcorr,"{'ROOT': ['крест'], 'END': ['е']}"
139,82442459,1,No Parallel Text,9,своей,pcorr,"{'ROOT': ['сво'], 'END': ['ей']}"
140,82442459,1,No Parallel Text,10,знал,corr,"{'ROOT': ['зна'], 'SUFF': ['л']}"
141,82442459,1,No Parallel Text,11,воротам,pcorr,"{'ROOT': ['ворот'], 'END': ['ам']}"
142,82442459,1,No Parallel Text,12,дорогу,corr,"{'ROOT': ['дорог'], 'END': ['у']}"
143,82442459,1,No Parallel Text,13,казнь,pcorr,{'ROOT': ['казнь']}
144,82442459,1,No Parallel Text,14,женщин,pcorr,"{'ROOT': ['жен'], 'SUFF': ['щин']}"
145,82442459,1,No Parallel Text,15,латинских,pcorr,"{'ROOT': ['латин'], 'SUFF': ['ск'], 'END': ['их']}"
146,82442459,1,No Parallel Text,16,женщина,pcorr,"{'ROOT': ['жен'], 'SUFF': ['щин'], 'END': ['а']}"
147,82442459,1,No Parallel Text,17,отчаянно,pcorr,"{'PREF': ['от'], 'ROOT': ['ча'], 'SUFF': ['я', 'нн'], 'END': ['о']}"
148,82442459,1,No Parallel Text,18,исходящий,pcorr,"{'PREF': ['ис'], 'ROOT': ['ход'], 'SUFF': ['ящ'], 'END': ['ий']}"
149,82442459,1,No Parallel Text,19,Иешуа,pcorr,"{'ROOT': ['иеш'], 'END': ['уа']}"
150,82442459,1,No Parallel Text,20,кандалами,pcorr,"{'ROOT': ['кандал'], 'END': ['ами']}"
151,82442459,1,No Parallel Text,21,начали,pcorr,"{'PREF': ['на'], 'ROOT': ['ча'], 'SUFF': ['л'], 'END': ['и']}"
152,82442459,1,No Parallel Text,22,выехала,pcorr,"{'PREF': ['вы'], 'ROOT': ['ех'], 'SUFF': ['а', 'л'], 'END': ['а']}"
153,82442459,1,No Parallel Text,23,городской,pcorr,"{'ROOT': ['город'], 'SUFF': ['ск'], 'END': ['ой']}"
154,82442459,1,No Parallel Text,24,туман,pcorr,{'ROOT': ['туман']}
155,82442459,1,No Parallel Text,25,дорогой,corr,"{'ROOT': ['дорог'], 'END': ['ой']}"
156,82442459,1,No Parallel Text,26,котенок,pcorr,"{'ROOT': ['кот'], 'SUFF': ['ен', 'ок']}"
157,82442459,1,No Parallel Text,27,несущий,incorr,"{'ROOT': ['нес'], 'SUFF': ['ущ'], 'END': ['ий']}"
158,82442459,1,No Parallel Text,28,высунул,pcorr,"{'PREF': ['вы'], 'ROOT': ['су'], 'SUFF': ['н', 'у', 'л']}"
159,82442459,1,No Parallel Text,29,села на,incorr,"({'ROOT': ['сел'], 'END': ['а']}, {'ROOT': ['на']})"
160,82442459,1,No Parallel Text,30,которая,incorr,{'ROOT': ['которая']}
161,82442459,1,No Parallel Text,31,он,incorr,{'ROOT': ['он']}
162,82442459,1,No Parallel Text,32,хребту,pcorr,"{'ROOT': ['хребт'], 'END': ['у']}"
163,82442459,1,No Parallel Text,33,стояли,pcorr,"{'ROOT': ['сто'], 'SUFF': ['я', 'л'], 'END': ['и']}"
164,82442459,1,No Parallel Text,34,серой,pcorr,"{'ROOT': ['сер'], 'END': ['ой']}"
165,82442459,1,No Parallel Text,35,палок,pcorr,"{'ROOT': ['пало'], 'SUFF': ['к']}"
166,82442459,1,No Parallel Text,36,жутко,pcorr,"{'ROOT': ['жут'], 'SUFF': ['к'], 'END': ['о']}"
167,82442459,1,No Parallel Text,37,угрожающими,pcorr,"{'PREF': ['у'], 'ROOT': ['грож'], 'SUFF': ['а', 'ющ'], 'END': ['ими']}"
168,82442459,1,No Parallel Text,38,всадник,corr,"{'ROOT': ['всад'], 'SUFF': ['ник']}"
169,82442459,1,No Parallel Text,39,мантией,pcorr,"{'ROOT': ['мант'], 'SUFF': ['и'], 'END': ['ей']}"
170,82442459,1,No Parallel Text,40,морща,corr,"{'ROOT': ['морщ'], 'END': ['а']}"
171,82442459,1,No Parallel Text,41,пошел,corr,"{'PREF': ['по'], 'ROOT': ['ше'], 'SUFF': ['л']}"
172,82442459,1,No Parallel Text,42,следовали,corr,"{'ROOT': ['след'], 'SUFF': ['ов', 'а', 'л'], 'END': ['и']}"
173,89074025,1,No Parallel Text,0,Развернулся,corr,"{'PREF': ['раз'], 'ROOT': ['вер'], 'SUFF': ['н', 'у', 'л'], 'POSTFIX': ['ся']}"
174,89074025,1,No Parallel Text,1,Арке,pcorr,"{'ROOT': ['арк'], 'END': ['е']}"
175,89074025,1,No Parallel Text,2,,incorr,{'HYPH': ['-']}
176,89074025,1,No Parallel Text,3,Спиной,corr,"{'ROOT': ['спин'], 'END': ['ой']}"
177,89074025,1,No Parallel Text,4,Звеня,pcorr,"{'ROOT': ['звен'], 'END': ['я']}"
178,89074025,1,No Parallel Text,5,Чудо,corr,"{'ROOT': ['чуд'], 'END': ['о']}"
179,89074025,1,No Parallel Text,6,Ускользал,corr,"{'PREF': ['у'], 'ROOT': ['скольз'], 'SUFF': ['а', 'л']}"
180,89074025,1,No Parallel Text,7,Шлем,pcorr,"{'ROOT': ['шл'], 'END': ['ем']}"
181,89074025,1,No Parallel Text,8,Запястьях,pcorr,"{'PREF': ['за'], 'ROOT': ['пясть'], 'SUFF': ['я'], 'END': ['х']}"
182,89074025,1,No Parallel Text,9,искренней,pcorr,"{'ROOT': ['искрен'], 'SUFF': ['н'], 'END': ['ей']}"
183,89074025,1,No Parallel Text,10,Видел,pcorr,"{'ROOT': ['вид'], 'SUFF': ['е', 'л']}"
184,89074025,1,No Parallel Text,11,,incorr,{'HYPH': ['-']}
185,89074025,1,No Parallel Text,12,Площадь,pcorr,{'ROOT': ['площадь']}
186,89074025,1,No Parallel Text,13,однако,incorr,"{'ROOT': ['однак'], 'END': ['о']}"
187,89074025,1,No Parallel Text,14,Людей,pcorr,"{'ROOT': ['люд'], 'END': ['ей']}"
188,89074025,1,No Parallel Text,15,,incorr,{'HYPH': ['-']}
189,89074025,1,No Parallel Text,16,гул,pcorr,{'ROOT': ['гул']}
190,89074025,1,No Parallel Text,17,,incorr,{'HYPH': ['-']}
191,89074025,1,No Parallel Text,18,Камней,incorr,"{'ROOT': ['камн'], 'END': ['ей']}"
192,89074025,1,No Parallel Text,19,Он,incorr,{'ROOT': ['он']}
193,89074025,1,No Parallel Text,20,,incorr,{'HYPH': ['-']}
194,89074025,1,No Parallel Text,21,,incorr,{'HYPH': ['-']}
195,89074025,1,No Parallel Text,22,Выходила,pcorr,"{'PREF': ['вы'], 'ROOT': ['ход'], 'SUFF': ['и', 'л'], 'END': ['а']}"
196,89074025,1,No Parallel Text,23,Каменной,corr,"{'ROOT': ['камен'], 'SUFF': ['н'], 'END': ['ой']}"
197,89074025,1,No Parallel Text,24,Путь,pcorr,{'ROOT': ['путь']}
198,89074025,1,No Parallel Text,25,Возможности,incorr,"{'PREF': ['воз'], 'ROOT': ['мож'], 'SUFF': ['н', 'ост'], 'END': ['и']}"
199,89074025,1,No Parallel Text,26,,incorr,{'HYPH': ['-']}
200,89074025,1,No Parallel Text,27,,incorr,{'HYPH': ['-']}
201,89074025,1,No Parallel Text,28,Вынул,corr,"{'PREF': ['вы'], 'SUFF': ['н', 'у', 'л']}"
202,89074025,1,No Parallel Text,29,,incorr,{'HYPH': ['-']}
203,89074025,1,No Parallel Text,30,Резкь,pcorr,{'ROOT': ['резкь']}
204,89074025,1,No Parallel Text,31,Он,incorr,{'ROOT': ['он']}
205,89074025,1,No Parallel Text,32,Боку,pcorr,"{'ROOT': ['бок'], 'END': ['у']}"
206,89074025,1,No Parallel Text,33,Встали,pcorr,"{'PREF': ['в'], 'ROOT': ['ст'], 'SUFF': ['а', 'л'], 'END': ['и']}"
207,89074025,1,No Parallel Text,34,Густой,incorr,"{'ROOT': ['густ'], 'END': ['ой']}"
208,89074025,1,No Parallel Text,35,Прутьев,pcorr,"{'ROOT': ['пруть'], 'END': ['ев']}"
209,89074025,1,No Parallel Text,36,Блестящими,pcorr,"{'ROOT': ['блест'], 'SUFF': ['ящ'], 'END': ['ими']}"
210,89074025,1,No Parallel Text,37,Ровными,pcorr,"{'ROOT': ['ров'], 'SUFF': ['н'], 'END': ['ыми']}"
211,89074025,1,No Parallel Text,38,Всадник,corr,"{'ROOT': ['всад'], 'SUFF': ['ник']}"
212,89074025,1,No Parallel Text,39,Кольчугой,pcorr,"{'ROOT': ['кольчуг'], 'END': ['ой']}"
213,89074025,1,No Parallel Text,40,Хмуря,corr,"{'ROOT': ['хмур'], 'END': ['я']}"
214,89074025,1,No Parallel Text,41,Двинулся,corr,"{'ROOT': ['дви'], 'SUFF': ['н', 'у', 'л'], 'POSTFIX': ['ся']}"
215,89074025,1,No Parallel Text,42,Поскакали,pcorr,"{'PREF': ['по'], 'ROOT': ['скак'], 'SUFF': ['а', 'л'], 'END': ['и']}"
216,92555730,1,No Parallel Text,0,развернулся,corr,"{'PREF': ['раз'], 'ROOT': ['вер'], 'SUFF': ['н', 'у', 'л'], 'POSTFIX': ['ся']}"
217,92555730,1,No Parallel Text,1,,incorr,{'HYPH': ['-']}
218,92555730,1,No Parallel Text,2,плиток,corr,"{'ROOT': ['плит'], 'SUFF': ['ок']}"
219,92555730,1,No Parallel Text,3,спиной,corr,"{'ROOT': ['спин'], 'END': ['ой']}"
220,92555730,1,No Parallel Text,4,слыша,incorr,"{'ROOT': ['слыш'], 'END': ['а']}"
221,92555730,1,No Parallel Text,5,момент,pcorr,{'ROOT': ['момент']}
222,92555730,1,No Parallel Text,6,ускользает,corr,"{'PREF': ['у'], 'ROOT': ['скольз'], 'SUFF': ['а'], 'END': ['ет']}"
223,92555730,1,No Parallel Text,7,верёвки,corr,"{'ROOT': ['верёв'], 'SUFF': ['к'], 'END': ['и']}"
224,92555730,1,No Parallel Text,8,излом,incorr,"{'PREF': ['из'], 'ROOT': ['л'], 'END': ['ом']}"
225,92555730,1,No Parallel Text,9,радостной,pcorr,"{'ROOT': ['рад'], 'SUFF': ['ост', 'н'], 'END': ['ой']}"
226,92555730,1,No Parallel Text,10,знал,corr,"{'ROOT': ['зна'], 'SUFF': ['л']}"
227,92555730,1,No Parallel Text,11,коридором,pcorr,"{'ROOT': ['коридор'], 'END': ['ом']}"
228,92555730,1,No Parallel Text,12,дорогу,corr,"{'ROOT': ['дорог'], 'END': ['у']}"
229,92555730,1,No Parallel Text,13,его,incorr,{'ROOT': ['его']}
230,92555730,1,No Parallel Text,14,толпы,pcorr,"{'ROOT': ['толп'], 'END': ['ы']}"
231,92555730,1,No Parallel Text,15,своих,incorr,"{'ROOT': ['сво'], 'END': ['их']}"
232,92555730,1,No Parallel Text,16,,incorr,{'HYPH': ['-']}
233,92555730,1,No Parallel Text,17,громко,pcorr,"{'ROOT': ['гром'], 'SUFF': ['к'], 'END': ['о']}"
234,92555730,1,No Parallel Text,18,,incorr,{'HYPH': ['-']}
235,92555730,1,No Parallel Text,19,,incorr,{'HYPH': ['-']}
236,92555730,1,No Parallel Text,20,,incorr,{'HYPH': ['-']}
237,92555730,1,No Parallel Text,21,,incorr,{'HYPH': ['-']}
