test_id,lang_name,answer_no,answer,cognate,morphemic_parse
1,Bulgarian,31,командирът,1,"{'ROOT': ['командир'], 'END': ['ът']}"
1,Bulgarian,32,врата,0.5,"{'ROOT': ['врат'], 'END': ['а']}"
1,Bulgarian,33,полетяха,1,"{'PREF': ['по'], 'ROOT': ['лет'], 'SUFF': ['ях'], 'END': ['а']}"
1,Bulgarian,34,облак,0.5,{'ROOT': ['облак']}
1,Bulgarian,35,пики,1,"{'ROOT': ['пик'], 'END': ['и']}"
1,Bulgarian,36,весело,1,"{'ROOT': ['весел'], 'SUFF': ['о']}"
1,Bulgarian,37,блестящи,0.5,"{'ROOT': ['блест'], 'SUFF': ['ящ'], 'END': ['и']}"
1,Bulgarian,38,войник,0.5,{'ROOT': ['войник']}
1,Bulgarian,39,тръба,1,"{'ROOT': ['тръб'], 'END': ['а']}"
1,Bulgarian,40,мръщеше,1,"{'ROOT': ['мръщ'], 'SUFF': ['еш'], 'END': ['е']}"
1,Bulgarian,41,продължи,0.5,"{'PREF': ['про'], 'ROOT': ['дълж'], 'END': ['и']}"
1,Bulgarian,42,тръгнаха,0.5,"{'ROOT': ['тръг'], 'SUFF': ['н', 'ах'], 'END': ['а']}"
2,Bulgarian,0,празния,0.5,"{'ROOT': ['празн'], 'END': ['ия']}"
2,Bulgarian,1,коридор,1,{'ROOT': ['коридор']}
2,Bulgarian,2,сграда,0,"{'ROOT': ['сград'], 'END': ['а']}"
2,Bulgarian,3,стъклени,1,"{'ROOT': ['стъкл'], 'SUFF': ['ен'], 'END': ['и']}"
2,Bulgarian,4,инструменти,1,"{'ROOT': ['инструмент'], 'END': ['и']}"
2,Bulgarian,5,кресла,1,"{'ROOT': ['кресл'], 'END': ['а']}"
2,Bulgarian,6,абажури,0.5,"{'ROOT': ['абажур'], 'END': ['и']}"
2,Bulgarian,7,жици,0,"{'ROOT': ['жиц'], 'END': ['и']}"
2,Bulgarian,8,заловиха,0,"{'PREF': ['за'], 'ROOT': ['лов'], 'SUFF': ['их'], 'END': ['а']}"
2,Bulgarian,9,маса,0,"{'ROOT': ['мас'], 'END': ['а']}"
2,Bulgarian,10,замисли,0.5,"{'PREF': ['за'], 'ROOT': ['мисл'], 'END': ['и']}"
2,Bulgarian,11,съблазнителна,1,"{'ROOT': ['съблазн'], 'SUFF': ['и', 'телн'], 'END': ['а']}"
2,Bulgarian,12,чудновати,0,"{'ROOT': ['чудн'], 'SUFF': ['оват'], 'END': ['и']}"
2,Bulgarian,13,задържан,1,"{'PREF': ['за'], 'ROOT': ['държ'], 'SUFF': ['ан']}"
2,Bulgarian,14,днешният,1,"{'ROOT': ['днеш'], 'SUFF': ['н'], 'END': ['ият']}"
2,Bulgarian,15,вчерашния,1,"{'ROOT': ['вчера'], 'SUFF': ['шн'], 'END': ['ия']}"
2,Bulgarian,16,съмнителен,1,"{'ROOT': ['съмн'], 'SUFF': ['и', 'телен']}"
2,Bulgarian,17,луд,0,{'ROOT': ['луд']}
2,Bulgarian,18,разправя,0,"{'PREF': ['раз'], 'ROOT': ['прав'], 'END': ['я']}"
2,Bulgarian,19,вчерашният,1,"{'ROOT': ['вчера'], 'SUFF': ['шн'], 'END': ['ият']}"
2,Bulgarian,20,изопачено,0.5,"{'PREF': ['изо'], 'ROOT': ['пач'], 'SUFF': ['ен'], 'END': ['о']}"
2,Bulgarian,21,запази,0,"{'PREF': ['за'], 'ROOT': ['паз'], 'END': ['и']}"
2,Bulgarian,22,устои,0,"{'PREF': ['у'], 'ROOT': ['сто'], 'END': ['и']}"
2,Bulgarian,23,въпроси,1,"{'PREF': ['въ'], 'ROOT': ['прос'], 'END': ['и']}"
2,Bulgarian,24,разпитаха,0.5,"{'PREF': ['раз'], 'ROOT': ['пит'], 'SUFF': ['ах'], 'END': ['а']}"
2,Bulgarian,25,живот,1,"{'ROOT': ['жив'], 'SUFF': ['от']}"
2,Bulgarian,26,страница,1,"{'ROOT': ['страниц'], 'END': ['а']}"
2,Bulgarian,27,роднините,1,"{'ROOT': ['роднин'], 'END': ['ите']}"
2,Bulgarian,28,умрял,1,"{'ROOT': ['умр'], 'SUFF': ['я', 'л']}"
2,Bulgarian,29,пиел,1,"{'ROOT': ['пи'], 'SUFF': ['е', 'л']}"
2,Bulgarian,30,вчерашното,1,"{'ROOT': ['вчера'], 'SUFF': ['шн'], 'END': ['ото']}"
2,Bulgarian,31,учудиха,0.5,"{'PREF': ['у'], 'ROOT': ['чуд'], 'SUFF': ['их'], 'END': ['а']}"
2,Bulgarian,32,прехвърли,0,"{'PREF': ['пре'], 'ROOT': ['хвърл'], 'END': ['и']}"
2,Bulgarian,33,пулса,1,"{'ROOT': ['пулс'], 'END': ['а']}"
2,Bulgarian,34,очите,0.5,"{'ROOT': ['оч'], 'END': ['ите']}"
2,Bulgarian,35,помощ,1,{'ROOT': ['помощ']}
2,Bulgarian,36,гърба,0.5,"{'ROOT': ['гърб'], 'END': ['а']}"
2,Bulgarian,37,кожата,1,"{'ROOT': ['кож'], 'END': ['ата']}"
2,Bulgarian,38,подскачаха,0.5,"{'PREF': ['под'], 'ROOT': ['скач'], 'SUFF': ['ах'], 'END': ['а']}"
2,Bulgarian,39,гумени,0,"{'ROOT': ['гум'], 'SUFF': ['ен'], 'END': ['и']}"
3,Bulgarian,0,молитва,1,"{'ROOT': ['мол'], 'SUFF': ['и', 'тв'], 'END': ['а']}"
3,Bulgarian,1,божеството,1,"{'ROOT': ['бож'], 'SUFF': ['еств'], 'END': ['ото']}"
3,Bulgarian,2,милосърдие,1,"{'ROOT': ['мил', 'сърд'], 'LINK': ['о'], 'END': ['ие']}"
3,Bulgarian,3,заплаха,0,"{'PREF': ['за'], 'ROOT': ['плах'], 'END': ['а']}"
3,Bulgarian,4,намираше,0,"{'ROOT': ['намир'], 'SUFF': ['аш'], 'END': ['е']}"
3,Bulgarian,5,време,1,"{'ROOT': ['врем'], 'END': ['е']}"
3,Bulgarian,6,града,1,"{'ROOT': ['град'], 'END': ['а']}"
3,Bulgarian,7,движение,1,"{'ROOT': ['движ'], 'SUFF': ['ени'], 'END': ['е']}"
3,Bulgarian,8,колоните,1,"{'ROOT': ['колон'], 'END': ['ите']}"
3,Bulgarian,9,закрилата,0.5,"{'ROOT': ['закрил'], 'END': ['ата']}"
3,Bulgarian,10,страничните,0,"{'ROOT': ['стран'], 'SUFF': ['ичн'], 'END': ['ите']}"
3,Bulgarian,11,стичаха,0.5,"{'ROOT': ['стич'], 'SUFF': ['ах'], 'END': ['а']}"
3,Bulgarian,12,групички,0.5,"{'ROOT': ['груп'], 'SUFF': ['ич', 'к'], 'END': ['и']}"
3,Bulgarian,13,града,1,"{'ROOT': ['град'], 'END': ['а']}"
3,Bulgarian,14,него,0,"{'ROOT': ['н'], 'END': ['его']}"
3,Bulgarian,15,заобиколиха,0,"{'PREF': ['зао'], 'ROOT': ['бикол'], 'SUFF': ['их'], 'END': ['а']}"
3,Bulgarian,16,градът,1,"{'ROOT': ['град'], 'END': ['ът']}"
3,Bulgarian,17,богове,1,"{'ROOT': ['бог'], 'END': ['ове']}"
3,Bulgarian,18,силната,0.5,"{'ROOT': ['сил'], 'SUFF': ['н'], 'END': ['ата']}"
3,Bulgarian,19,странноприемницата,0,"{'ROOT': ['странн', 'прием'], 'LINK': ['о'], 'SUFF': ['ниц'], 'END': ['ата']}"
3,Bulgarian,20,господар,1,{'ROOT': ['господар']}
3,Bulgarian,21,заповедите,0.5,"{'ROOT': ['заповед'], 'END': ['ите']}"
3,Bulgarian,22,конници,1,"{'ROOT': ['кон'], 'SUFF': ['ниц'], 'END': ['и']}"
3,Bulgarian,23,отиваха,0,"{'PREF': ['от'], 'ROOT': ['и'], 'SUFF': ['в', 'ах'], 'END': ['а']}"
3,Bulgarian,24,града,1,"{'ROOT': ['град'], 'END': ['а']}"
3,Bulgarian,25,запита,0.5,"{'PREF': ['за'], 'ROOT': ['пит'], 'END': ['а']}"
3,Bulgarian,26,града,1,"{'ROOT': ['град'], 'END': ['а']}"
3,Bulgarian,27,господарю,1,"{'ROOT': ['господар'], 'END': ['ю']}"
3,Bulgarian,28,големия,0,"{'ROOT': ['голем'], 'END': ['ия']}"
3,Bulgarian,29,града,1,"{'ROOT': ['град'], 'END': ['а']}"
3,Bulgarian,30,пламъците,1,"{'ROOT': ['пламъц'], 'END': ['ите']}"
3,Bulgarian,31,нови,1,"{'ROOT': ['нов'], 'END': ['и']}"
3,Bulgarian,32,дима,1,"{'ROOT': ['дим'], 'END': ['а']}"
3,Bulgarian,33,дадоха,0.5,"{'ROOT': ['дад'], 'SUFF': ['ох'], 'END': ['а']}"
3,Bulgarian,34,скочи,1,"{'ROOT': ['скоч'], 'SUFF': ['и']}"
4,Bulgarian,0,обаче,0,"{'PREF': ['об'], 'ROOT': ['ач'], 'SUFF': ['е']}"
4,Bulgarian,1,мисли,0.5,"{'ROOT': ['мисл'], 'SUFF': ['и']}"
4,Bulgarian,2,бърза,0.5,"{'ROOT': ['бърз'], 'END': ['а']}"
4,Bulgarian,3,кръвта,1,"{'ROOT': ['кръв'], 'END': ['та']}"
4,Bulgarian,4,разсъдъка,0.5,"{'PREF': ['раз'], 'ROOT': ['съд'], 'SUFF': ['ък'], 'END': ['а']}"
4,Bulgarian,5,града,1,"{'ROOT': ['град'], 'END': ['а']}"
4,Bulgarian,6,робски,1,"{'ROOT': ['роб'], 'SUFF': ['ск'], 'END': ['и']}"
4,Bulgarian,7,опитни,0.5,"{'ROOT': ['опит'], 'SUFF': ['н'], 'END': ['и']}"
4,Bulgarian,8,по-ловък,0,"{'PREF': ['по'], 'ROOT': ['лов'], 'SUFF': ['ък']}"
4,Bulgarian,9,любовта,1,"{'ROOT': ['любов'], 'END': ['та']}"
4,Bulgarian,10,иска,0,"{'ROOT': ['иск'], 'END': ['а']}"
4,Bulgarian,11,най-ранна,0,"{'PREF': ['най'], 'ROOT': ['ран'], 'SUFF': ['н'], 'END': ['а']}"
4,Bulgarian,12,разбира,0.5,"{'PREF': ['раз'], 'ROOT': ['бир'], 'SUFF': ['а']}"
4,Bulgarian,13,откаже,1,"{'PREF': ['от'], 'ROOT': ['каж'], 'SUFF': ['е']}"
4,Bulgarian,14,войската,1,"{'ROOT': ['войск'], 'END': ['ата']}"
4,Bulgarian,15,своеволие,1,"{'ROOT': ['сво', 'вол'], 'LINK': ['е'], 'SUFF': ['и'], 'END': ['е']}"
4,Bulgarian,16,заповед,0.5,{'ROOT': ['заповед']}
4,Bulgarian,17,живот,0.5,{'ROOT': ['живот']}
4,Bulgarian,18,послушание,0.5,"{'ROOT': ['послуш'], 'SUFF': ['а', 'ни'], 'END': ['е']}"
4,Bulgarian,19,граници,0.5,"{'ROOT': ['границ'], 'END': ['и']}"
4,Bulgarian,20,страдаше,1,"{'ROOT': ['страд'], 'SUFF': ['аш'], 'END': ['е']}"
4,Bulgarian,21,бягство,1,"{'ROOT': ['бяг'], 'SUFF': ['ств'], 'END': ['о']}"
4,Bulgarian,22,загадка,1,"{'PREF': ['за'], 'ROOT': ['гад'], 'SUFF': ['к'], 'END': ['а']}"
4,Bulgarian,23,мъчеше,0.5,"{'ROOT': ['мъч'], 'SUFF': ['еш'], 'END': ['е']}"
4,Bulgarian,24,истината,0.5,"{'ROOT': ['истин'], 'END': ['ата']}"
4,Bulgarian,25,безразличен,1,"{'PREF': ['без', 'раз'], 'ROOT': ['лич'], 'SUFF': ['ен']}"
4,Bulgarian,26,любов,1,{'ROOT': ['любов']}
4,Bulgarian,27,ласки,1,"{'ROOT': ['ласк'], 'END': ['и']}"
4,Bulgarian,28,разкошния,1,"{'ROOT': ['разкош'], 'SUFF': ['н'], 'END': ['ия']}"
4,Bulgarian,29,въпрос,1,{'ROOT': ['въпрос']}
4,Bulgarian,30,стигаше,0.5,"{'ROOT': ['стиг'], 'SUFF': ['аш'], 'END': ['е']}"
4,Bulgarian,31,пропаст,1,{'ROOT': ['пропаст']}
4,Bulgarian,32,изгуби,0,"{'PREF': ['из'], 'ROOT': ['губ'], 'SUFF': ['и']}"
4,Bulgarian,33,равновесие,0.5,"{'ROOT': ['равн', 'вес'], 'LINK': ['о'], 'END': ['ие']}"
4,Bulgarian,34,обича,0,"{'ROOT': ['обич'], 'END': ['а']}"
4,Bulgarian,35,разбираше,0.5,"{'PREF': ['раз'], 'ROOT': ['бир'], 'SUFF': ['аш'], 'END': ['е']}"
4,Bulgarian,36,намери,0,"{'PREF': ['на'], 'ROOT': ['мер'], 'END': ['и']}"
4,Bulgarian,37,въображението,1,"{'ROOT': ['въображ'], 'SUFF': ['ени'], 'END': ['ето']}"
4,Bulgarian,38,припомняше,1,"{'PREF': ['при'], 'ROOT': ['помн'], 'SUFF': ['яш'], 'END': ['е']}"
4,Bulgarian,39,гърдите,1,"{'ROOT': ['гърд'], 'END': ['ите']}"
4,Bulgarian,40,пламък,1,{'ROOT': ['пламък']}
4,Bulgarian,41,любеше,1,"{'ROOT': ['люб'], 'SUFF': ['еш'], 'END': ['е']}"
4,Bulgarian,42,обичан,0,"{'ROOT': ['обич'], 'SUFF': ['ан']}"
4,Bulgarian,43,жалост,0.5,{'ROOT': ['жалост']}
5,Bulgarian,0,очите,0.5,"{'ROOT': ['оч'], 'END': ['ите']}"
5,Bulgarian,1,пот,0.5,{'ROOT': ['пот']}
5,Bulgarian,2,изтръгната,0.5,"{'PREF': ['из'], 'ROOT': ['тръг'], 'SUFF': ['н', 'ат'], 'END': ['а']}"
5,Bulgarian,3,живота,1,"{'ROOT': ['жив'], 'SUFF': ['от'], 'END': ['а']}"
5,Bulgarian,4,обикнал,0,"{'ROOT': ['обик'], 'SUFF': ['н', 'а', 'л']}"
5,Bulgarian,5,погледа,0,"{'PREF': ['по'], 'ROOT': ['глед'], 'END': ['а']}"
5,Bulgarian,6,живот,1,"{'ROOT': ['жив'], 'SUFF': ['от']}"
5,Bulgarian,7,дума,0,"{'ROOT': ['дум'], 'END': ['а']}"
5,Bulgarian,8,фонтана,1,"{'ROOT': ['фонтан'], 'END': ['а']}"
5,Bulgarian,9,по-жадувана,0.5,"{'PREF': ['по'], 'ROOT': ['жадув'], 'SUFF': ['ан'], 'END': ['а']}"
5,Bulgarian,10,божества,0.5,"{'ROOT': ['божеств'], 'END': ['а']}"
5,Bulgarian,11,помисли,0.5,"{'PREF': ['по'], 'ROOT': ['мисл'], 'SUFF': ['и']}"
5,Bulgarian,12,кръв,1,{'ROOT': ['кръв']}
5,Bulgarian,13,живот,1,"{'ROOT': ['жив'], 'SUFF': ['от']}"
5,Bulgarian,14,силна,0.5,"{'ROOT': ['сил'], 'SUFF': ['н'], 'END': ['а']}"
5,Bulgarian,15,стъклата,0,"{'ROOT': ['стъкл'], 'END': ['ата']}"
5,Bulgarian,16,живее,1,"{'ROOT': ['жив'], 'SUFF': ['ее']}"
5,Bulgarian,17,умре,1,"{'ROOT': ['умр'], 'SUFF': ['е']}"
5,Bulgarian,18,облекчение,0.5,"{'PREF': ['об'], 'ROOT': ['лекч'], 'SUFF': ['ени'], 'END': ['е']}"
5,Bulgarian,19,саксиите,0,"{'ROOT': ['сакси'], 'END': ['ите']}"
5,Bulgarian,20,домашни,1,"{'ROOT': ['дом'], 'SUFF': ['а', 'шн'], 'END': ['и']}"
5,Bulgarian,21,живее,1,"{'ROOT': ['жив'], 'SUFF': ['ее']}"
5,Bulgarian,22,нощи,1,"{'ROOT': ['нощ'], 'END': ['и']}"
5,Bulgarian,23,отказа,1,"{'ROOT': ['отказ'], 'SUFF': ['а']}"
5,Bulgarian,24,заповяда,0.5,"{'ROOT': ['заповяд'], 'SUFF': ['а']}"
5,Bulgarian,25,пътя,0.5,"{'ROOT': ['път'], 'END': ['я']}"
5,Bulgarian,26,оръжие,1,"{'ROOT': ['оръж'], 'SUFF': ['и'], 'END': ['е']}"
5,Bulgarian,27,оръжие,1,"{'ROOT': ['оръж'], 'SUFF': ['и'], 'END': ['е']}"
5,Bulgarian,28,мисъл,1,{'ROOT': ['мисъл']}
5,Bulgarian,29,види,0.5,"{'ROOT': ['вид'], 'SUFF': ['и']}"
5,Bulgarian,30,истината,0.5,"{'ROOT': ['истин'], 'END': ['ата']}"
5,Bulgarian,31,надеждата,1,"{'ROOT': ['надежд'], 'END': ['ата']}"
5,Bulgarian,32,мисъл,1,{'ROOT': ['мисъл']}
5,Bulgarian,33,върне,1,"{'ROOT': ['върн'], 'SUFF': ['е']}"
5,Bulgarian,34,предположение,1,"{'ROOT': ['предполож'], 'SUFF': ['ен', 'и'], 'END': ['е']}"
5,Bulgarian,35,снощи,0.5,"{'ROOT': ['снощ'], 'END': ['и']}"
5,Bulgarian,36,види,1,"{'ROOT': ['вид'], 'SUFF': ['и']}"
6,Bulgarian,0,лицето,1,"{'ROOT': ['лиц'], 'END': ['ето']}"
6,Bulgarian,1,вечер,1,{'ROOT': ['вечер']}
6,Bulgarian,2,почерняла,1,"{'PREF': ['по'], 'ROOT': ['черн'], 'SUFF': ['я', 'л'], 'END': ['а']}"
6,Bulgarian,3,веслата,1,"{'ROOT': ['весл'], 'END': ['ата']}"
6,Bulgarian,4,гражданка,1,"{'ROOT': ['гражд'], 'SUFF': ['ан', 'к'], 'END': ['а']}"
6,Bulgarian,5,пейките,0,"{'ROOT': ['пейк'], 'END': ['ите']}"
6,Bulgarian,6,хора,0,"{'ROOT': ['хор'], 'END': ['а']}"
6,Bulgarian,7,квадрата,1,"{'ROOT': ['квадрат'], 'END': ['а']}"
6,Bulgarian,8,луна,1,"{'ROOT': ['лун'], 'END': ['а']}"
6,Bulgarian,9,златна,1,"{'ROOT': ['злат'], 'SUFF': ['н'], 'END': ['а']}"
6,Bulgarian,10,забелязах,0.5,"{'PREF': ['за'], 'ROOT': ['беляз'], 'SUFF': ['ах']}"
6,Bulgarian,11,разказ,1,"{'PREF': ['раз'], 'ROOT': ['каз']}"
6,Bulgarian,12,свечерило,1,"{'PREF': ['с'], 'ROOT': ['вечер'], 'SUFF': ['и', 'л'], 'END': ['о']}"
6,Bulgarian,13,разказвал,1,"{'PREF': ['раз'], 'ROOT': ['каз'], 'SUFF': ['ва', 'л']}"
6,Bulgarian,14,разказвал,1,"{'PREF': ['раз'], 'ROOT': ['каз'], 'SUFF': ['ва', 'л']}"
6,Bulgarian,15,лицето,1,"{'ROOT': ['лиц'], 'END': ['ето']}"
6,Bulgarian,16,разказ,1,"{'PREF': ['раз'], 'ROOT': ['каз']}"
6,Bulgarian,17,истории,0.5,"{'ROOT': ['истори'], 'END': ['и']}"
6,Bulgarian,18,отговори,0.5,"{'PREF': ['от'], 'ROOT': ['говор'], 'SUFF': ['и']}"
6,Bulgarian,19,написаното,1,"{'PREF': ['на'], 'ROOT': ['пис'], 'SUFF': ['ан'], 'END': ['ото']}"
6,Bulgarian,20,извор,0.5,{'ROOT': ['извор']}
6,Bulgarian,21,онемя,0.5,"{'PREF': ['о'], 'ROOT': ['нем'], 'SUFF': ['я']}"
6,Bulgarian,22,вървяха,0,"{'ROOT': ['върв'], 'SUFF': ['ях'], 'END': ['а']}"
6,Bulgarian,23,потвърди,1,"{'PREF': ['по'], 'ROOT': ['твърд'], 'SUFF': ['и']}"
6,Bulgarian,24,разказахте,1,"{'PREF': ['раз'], 'ROOT': ['каз'], 'SUFF': ['ах', 'те']}"
6,Bulgarian,25,потвърди,1,"{'PREF': ['по'], 'ROOT': ['твърд'], 'SUFF': ['и']}"
6,Bulgarian,26,лош,0,{'ROOT': ['лош']}
6,Bulgarian,27,помами,1,"{'PREF': ['по'], 'ROOT': ['мам'], 'SUFF': ['и']}"
6,Bulgarian,28,наведоха,0.5,"{'PREF': ['на'], 'ROOT': ['вед'], 'SUFF': ['ох'], 'END': ['а']}"
6,Bulgarian,29,появяваше,1,"{'PREF': ['по'], 'ROOT': ['яв'], 'SUFF': ['яв', 'аш'], 'END': ['е']}"
6,Bulgarian,30,зашепна,0.5,"{'PREF': ['за'], 'ROOT': ['шепн'], 'SUFF': ['а']}"
6,Bulgarian,31,присъствах,1,"{'PREF': ['при'], 'ROOT': ['съств'], 'SUFF': ['ах']}"
6,Bulgarian,32,балкона,1,"{'ROOT': ['балкон'], 'END': ['а']}"
6,Bulgarian,33,тайно,1,"{'ROOT': ['тай'], 'SUFF': ['н'], 'END': ['о']}"
6,Bulgarian,34,тайна,0.5,"{'ROOT': ['тай'], 'SUFF': ['н'], 'END': ['а']}"
